2013/07/02 17:16:50:138  INFO:   Loaded Symbol File C:\ISV System\Config\FirmwareSymbols\build33136.sym for firmware Build #33136
2013/07/02 17:16:50:216  INFO:   CommunicationSystemLog properties: .\CommunicationSystem.logger.properties
2013/07/02 17:16:50:216  INFO:   CommunicationSystemLog log       : .\logs\prbCalTxScriptLog 2013.07.02 17.16.50_CommunicationSystem.Log
2013/07/02 17:16:57:888  INFO:   Setting the event sink for ScriptEngineProcedure
2013/07/02 17:16:57:903  INFO:   Program parameters checks are enabled
2013/07/02 17:16:57:919  INFO:   ********************************************************************************
2013/07/02 17:16:57:919  INFO:   Starting ScriptEngineProcedure, Assembly  version 
2013/07/02 17:16:57:919  INFO:   Config: ICD (NCommunicationSystem ver: nCommunicationSystem, Version=1.8.2.1, Culture=neutral, PublicKeyToken=56b5378c99c0bcfd; FTDI Driver ver: 2.08.28.0; PRB FPGA ver: 18)
2013/07/02 17:16:57:919  INFO:   Setting the radio board transmit power to level 0x7.
2013/07/02 17:16:57:919  INFO:   Radio board power level set to 7.
2013/07/02 17:16:57:919  INFO:   ECG Timeout Interval set to 10 seconds.
2013/07/02 17:16:57:935  STATE:  Changing state to ScriptExecStateMachine.WaitForNextCmdState, ID[1]
2013/07/02 17:16:57:935  INFO:   FwDvtSystem Started the event processing thread
2013/07/02 17:16:57:982  ACTION: Read PRB FPGA: Address=0x3000 Data=0x12
2013/07/02 17:17:02:294  ACTION: Write PRB FPGA: Address=0x3028 Data=0x15
2013/07/02 17:17:02:294  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 17:17:02:310  ACTION: Write PRB FPGA: Address=0x302E Data=0xE2
2013/07/02 17:17:02:310  ACTION: Write PRB FPGA: Address=0x3030 Data=0xBF
2013/07/02 17:17:02:310  ACTION: Write PRB FPGA: Address=0x305E Data=0x35
2013/07/02 17:17:02:310  ACTION: Write PRB FPGA: Address=0x3060 Data=0xD8
2013/07/02 17:17:02:310  ACTION: Write PRB FPGA: Address=0x3062 Data=0x15
2013/07/02 17:17:02:310  ACTION: Write PRB FPGA: Address=0x3066 Data=0x35
2013/07/02 17:17:02:310  ACTION: Write PRB FPGA: Address=0x3068 Data=0xE2
2013/07/02 17:17:02:310  ACTION: Write PRB FPGA: Address=0x306A Data=0xBF
2013/07/02 17:17:02:325  ACTION: Calibrate CC1020
2013/07/02 17:17:02:419  INFO:   CC1020 calibration passed
2013/07/02 17:17:02:716  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 17:17:02:716  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 17:17:02:716  ACTION: Read C1020: Address 0x05 Data=0xD8
2013/07/02 17:17:02:732  ACTION: Read C1020: Address 0x06 Data=0x15
2013/07/02 17:17:02:732  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 17:17:02:732  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 17:17:02:732  ACTION: Read C1020: Address 0x09 Data=0xE2
2013/07/02 17:17:02:732  ACTION: Read C1020: Address 0x0A Data=0xBF
2013/07/02 17:17:02:732  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 17:17:02:732  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 17:17:02:732  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 17:17:02:747  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 17:17:02:747  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 17:17:02:747  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 17:17:02:747  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 17:17:02:747  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 17:17:02:747  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 17:17:02:747  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 17:17:02:747  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 17:17:02:747  ACTION: Calibrate CC1020
2013/07/02 17:17:02:841  INFO:   CC1020 calibration passed
2013/07/02 17:17:03:153  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 17:17:03:153  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 17:17:03:153  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 17:17:03:153  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 17:17:03:153  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 17:17:03:153  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 17:17:03:153  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 17:17:03:153  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 17:17:03:169  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 17:17:03:169  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 17:17:03:169  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 17:17:03:169  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 17:17:03:169  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 17:17:03:169  ACTION: Write PRB FPGA: Address=0x1008 Data=0x10
2013/07/02 17:17:03:575  ACTION: Read PRB FPGA: Address=0x1020 Data=0x01
2013/07/02 17:17:03:575  ACTION: Read PRB FPGA: Address=0x1026 Data=0x01
2013/07/02 17:17:03:575  ACTION: Read PRB FPGA: Address=0x1022 Data=0x20
2013/07/02 17:17:03:575  ACTION: Read PRB FPGA: Address=0x1024 Data=0x1F
2013/07/02 17:17:03:575  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 17:17:03:591  ACTION: Read C1020: Address 0x05 Data=0xD8
2013/07/02 17:17:03:591  ACTION: Read C1020: Address 0x06 Data=0x15
2013/07/02 17:17:03:607  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 17:17:03:607  ACTION: Read C1020: Address 0x09 Data=0xE2
2013/07/02 17:17:03:607  ACTION: Read C1020: Address 0x0A Data=0xBF
2013/07/02 17:17:03:622  ACTION: Write C1020: Address=0x00 Data=0x01
2013/07/02 17:17:03:700  ACTION: Read C1020: Address 0x10 Data=0x22
2013/07/02 17:17:03:794  ACTION: Read C1020: Address 0x42 Data=0x1D
2013/07/02 17:17:03:794  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 17:17:03:794  ACTION: Read C1020: Address 0x42 Data=0x1C
2013/07/02 17:17:03:794  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 17:17:03:794  ACTION: Read C1020: Address 0x42 Data=0x13
2013/07/02 17:17:03:794  ACTION: Read C1020: Address 0x42 Data=0x1C
2013/07/02 17:17:03:794  ACTION: Read C1020: Address 0x42 Data=0x16
2013/07/02 17:17:03:794  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 17:17:03:810  ACTION: Read C1020: Address 0x42 Data=0x1B
2013/07/02 17:17:03:810  ACTION: Read C1020: Address 0x42 Data=0x17
2013/07/02 17:17:03:810  ACTION: Write C1020: Address=0x00 Data=0x1F
2013/07/02 17:17:03:903  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 17:17:03:982  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 17:17:04:091  ACTION: Write C1020: Address=0x00 Data=0xC1
2013/07/02 17:17:07:482  ACTION: Write C1020: Address=0x0E Data=0xD9
2013/07/02 17:17:07:560  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 17:17:07:653  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/07/02 17:17:11:028  ACTION: Write C1020: Address=0x0E Data=0x59
2013/07/02 17:17:11:107  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 17:17:11:185  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 17:17:12:685  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 17:17:12:700  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 17:17:12:700  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 17:17:12:700  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 17:17:12:700  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 17:17:12:700  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 17:17:12:700  ACTION: Write PRB FPGA: Address=0x305E Data=0x35
2013/07/02 17:17:12:700  ACTION: Write PRB FPGA: Address=0x3060 Data=0xF0
2013/07/02 17:17:12:700  ACTION: Write PRB FPGA: Address=0x3062 Data=0x21
2013/07/02 17:17:12:700  ACTION: Write PRB FPGA: Address=0x3066 Data=0x35
2013/07/02 17:17:12:716  ACTION: Write PRB FPGA: Address=0x3068 Data=0xFA
2013/07/02 17:17:12:716  ACTION: Write PRB FPGA: Address=0x306A Data=0xCB
2013/07/02 17:17:12:716  ACTION: Calibrate CC1020
2013/07/02 17:17:12:810  INFO:   CC1020 calibration passed
2013/07/02 17:17:13:107  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 17:17:13:107  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 17:17:13:107  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 17:17:13:107  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 17:17:13:107  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 17:17:13:122  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 17:17:13:122  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 17:17:13:122  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 17:17:13:122  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 17:17:13:122  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 17:17:13:122  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 17:17:13:122  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 17:17:13:122  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 17:17:13:138  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 17:17:13:138  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 17:17:13:138  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 17:17:13:138  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 17:17:13:138  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 17:17:13:138  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 17:17:13:138  ACTION: Calibrate CC1020
2013/07/02 17:17:13:232  INFO:   CC1020 calibration passed
2013/07/02 17:17:13:528  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 17:17:13:528  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 17:17:13:528  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 17:17:13:528  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 17:17:13:528  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 17:17:13:544  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 17:17:13:544  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 17:17:13:544  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 17:17:13:544  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 17:17:13:544  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 17:17:13:544  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 17:17:13:544  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 17:17:13:544  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 17:17:13:544  ACTION: Write PRB FPGA: Address=0x1008 Data=0x10
2013/07/02 17:17:13:950  ACTION: Read PRB FPGA: Address=0x1020 Data=0x00
2013/07/02 17:17:13:950  ACTION: Read PRB FPGA: Address=0x1026 Data=0x00
2013/07/02 17:17:13:950  ACTION: Read PRB FPGA: Address=0x1022 Data=0x1F
2013/07/02 17:17:13:966  ACTION: Read PRB FPGA: Address=0x1024 Data=0x1F
2013/07/02 17:17:13:966  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 17:17:13:966  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 17:17:13:966  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 17:17:13:966  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 17:17:13:966  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 17:17:13:966  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 17:17:13:966  ACTION: Write C1020: Address=0x00 Data=0x01
2013/07/02 17:17:14:060  ACTION: Read C1020: Address 0x10 Data=0x22
2013/07/02 17:17:14:138  ACTION: Read C1020: Address 0x42 Data=0x13
2013/07/02 17:17:14:138  ACTION: Read C1020: Address 0x42 Data=0x15
2013/07/02 17:17:14:138  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 17:17:14:138  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 17:17:14:138  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 17:17:14:138  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 17:17:14:153  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 17:17:14:153  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 17:17:14:153  ACTION: Read C1020: Address 0x42 Data=0x16
2013/07/02 17:17:14:153  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 17:17:14:153  ACTION: Write C1020: Address=0x00 Data=0x1F
2013/07/02 17:17:14:232  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 17:17:14:325  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 17:17:14:403  ACTION: Write C1020: Address=0x00 Data=0xC1
2013/07/02 17:17:17:763  ACTION: Write C1020: Address=0x0E Data=0xD9
2013/07/02 17:17:17:841  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 17:17:17:919  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/07/02 17:17:21:278  ACTION: Write C1020: Address=0x0E Data=0x59
2013/07/02 17:17:21:357  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 17:17:21:435  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 17:17:22:950  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 17:17:22:950  ACTION: Write PRB FPGA: Address=0x3026 Data=0xCC
2013/07/02 17:17:22:950  ACTION: Write PRB FPGA: Address=0x3028 Data=0xD3
2013/07/02 17:17:22:950  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 17:17:22:950  ACTION: Write PRB FPGA: Address=0x302E Data=0xD7
2013/07/02 17:17:22:950  ACTION: Write PRB FPGA: Address=0x3030 Data=0x7F
2013/07/02 17:17:22:950  ACTION: Write PRB FPGA: Address=0x305E Data=0x35
2013/07/02 17:17:22:950  ACTION: Write PRB FPGA: Address=0x3060 Data=0xCC
2013/07/02 17:17:22:966  ACTION: Write PRB FPGA: Address=0x3062 Data=0xD3
2013/07/02 17:17:22:966  ACTION: Write PRB FPGA: Address=0x3066 Data=0x35
2013/07/02 17:17:22:966  ACTION: Write PRB FPGA: Address=0x3068 Data=0xD7
2013/07/02 17:17:22:966  ACTION: Write PRB FPGA: Address=0x306A Data=0x7F
2013/07/02 17:17:22:966  ACTION: Calibrate CC1020
2013/07/02 17:17:23:060  INFO:   CC1020 calibration passed
2013/07/02 17:17:23:357  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 17:17:23:357  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 17:17:23:357  ACTION: Read C1020: Address 0x05 Data=0xCC
2013/07/02 17:17:23:372  ACTION: Read C1020: Address 0x06 Data=0xD3
2013/07/02 17:17:23:372  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 17:17:23:372  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 17:17:23:372  ACTION: Read C1020: Address 0x09 Data=0xD7
2013/07/02 17:17:23:372  ACTION: Read C1020: Address 0x0A Data=0x7F
2013/07/02 17:17:23:372  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 17:17:23:372  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 17:17:23:372  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 17:17:23:388  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 17:17:23:388  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 17:17:23:388  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 17:17:23:388  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 17:17:23:388  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 17:17:23:388  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 17:17:23:388  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 17:17:23:388  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 17:17:23:388  ACTION: Calibrate CC1020
2013/07/02 17:17:23:482  INFO:   CC1020 calibration passed
2013/07/02 17:17:23:794  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 17:17:23:794  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 17:17:23:794  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 17:17:23:794  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 17:17:23:794  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 17:17:23:794  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 17:17:23:794  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 17:17:23:794  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 17:17:23:810  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 17:17:23:810  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 17:17:23:810  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 17:17:23:810  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 17:17:23:810  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 17:17:23:810  ACTION: Write PRB FPGA: Address=0x1008 Data=0x10
2013/07/02 17:17:24:216  ACTION: Read PRB FPGA: Address=0x1020 Data=0x00
2013/07/02 17:17:24:216  ACTION: Read PRB FPGA: Address=0x1026 Data=0x00
2013/07/02 17:17:24:216  ACTION: Read PRB FPGA: Address=0x1022 Data=0x1F
2013/07/02 17:17:24:216  ACTION: Read PRB FPGA: Address=0x1024 Data=0x21
2013/07/02 17:17:24:216  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 17:17:24:216  ACTION: Read C1020: Address 0x05 Data=0xCC
2013/07/02 17:17:24:216  ACTION: Read C1020: Address 0x06 Data=0xD3
2013/07/02 17:17:24:232  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 17:17:24:232  ACTION: Read C1020: Address 0x09 Data=0xD7
2013/07/02 17:17:24:232  ACTION: Read C1020: Address 0x0A Data=0x7F
2013/07/02 17:17:24:232  ACTION: Write C1020: Address=0x00 Data=0x01
2013/07/02 17:17:24:310  ACTION: Read C1020: Address 0x10 Data=0x22
2013/07/02 17:17:24:388  ACTION: Read C1020: Address 0x42 Data=0x17
2013/07/02 17:17:24:388  ACTION: Read C1020: Address 0x42 Data=0x17
2013/07/02 17:17:24:388  ACTION: Read C1020: Address 0x42 Data=0x1D
2013/07/02 17:17:24:403  ACTION: Read C1020: Address 0x42 Data=0x18
2013/07/02 17:17:24:403  ACTION: Read C1020: Address 0x42 Data=0x16
2013/07/02 17:17:24:403  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 17:17:24:403  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 17:17:24:403  ACTION: Read C1020: Address 0x42 Data=0x1C
2013/07/02 17:17:24:403  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 17:17:24:403  ACTION: Read C1020: Address 0x42 Data=0x17
2013/07/02 17:17:24:403  ACTION: Write C1020: Address=0x00 Data=0x1F
2013/07/02 17:17:24:497  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 17:17:24:575  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 17:17:24:653  ACTION: Write C1020: Address=0x00 Data=0xC1
2013/07/02 17:17:28:013  ACTION: Write C1020: Address=0x0E Data=0xD9
2013/07/02 17:17:28:107  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 17:17:28:185  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/07/02 17:17:31:528  ACTION: Write C1020: Address=0x0E Data=0x59
2013/07/02 17:17:31:607  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 17:17:31:685  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 17:17:33:200  ACTION: Write PRB FPGA: Address=0x3024 Data=0x36
2013/07/02 17:17:33:200  ACTION: Write PRB FPGA: Address=0x3026 Data=0x16
2013/07/02 17:17:33:200  ACTION: Write PRB FPGA: Address=0x3028 Data=0x87
2013/07/02 17:17:33:200  ACTION: Write PRB FPGA: Address=0x302C Data=0x36
2013/07/02 17:17:33:200  ACTION: Write PRB FPGA: Address=0x302E Data=0x21
2013/07/02 17:17:33:200  ACTION: Write PRB FPGA: Address=0x3030 Data=0x31
2013/07/02 17:17:33:200  ACTION: Write PRB FPGA: Address=0x305E Data=0x36
2013/07/02 17:17:33:200  ACTION: Write PRB FPGA: Address=0x3060 Data=0x16
2013/07/02 17:17:33:216  ACTION: Write PRB FPGA: Address=0x3062 Data=0x87
2013/07/02 17:17:33:216  ACTION: Write PRB FPGA: Address=0x3066 Data=0x36
2013/07/02 17:17:33:216  ACTION: Write PRB FPGA: Address=0x3068 Data=0x21
2013/07/02 17:17:33:216  ACTION: Write PRB FPGA: Address=0x306A Data=0x31
2013/07/02 17:17:33:216  ACTION: Calibrate CC1020
2013/07/02 17:17:33:310  INFO:   CC1020 calibration passed
2013/07/02 17:17:33:607  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 17:17:33:622  ACTION: Read C1020: Address 0x04 Data=0x36
2013/07/02 17:17:33:622  ACTION: Read C1020: Address 0x05 Data=0x16
2013/07/02 17:17:33:622  ACTION: Read C1020: Address 0x06 Data=0x87
2013/07/02 17:17:33:622  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 17:17:33:622  ACTION: Read C1020: Address 0x08 Data=0x36
2013/07/02 17:17:33:622  ACTION: Read C1020: Address 0x09 Data=0x21
2013/07/02 17:17:33:622  ACTION: Read C1020: Address 0x0A Data=0x31
2013/07/02 17:17:33:622  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 17:17:33:638  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 17:17:33:638  ACTION: Read C1020: Address 0x45 Data=0x5C
2013/07/02 17:17:33:638  ACTION: Read C1020: Address 0x46 Data=0x67
2013/07/02 17:17:33:638  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 17:17:33:638  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 17:17:33:638  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 17:17:33:638  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 17:17:33:638  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 17:17:33:638  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 17:17:33:638  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 17:17:33:638  ACTION: Calibrate CC1020
2013/07/02 17:17:33:732  INFO:   CC1020 calibration passed
2013/07/02 17:17:34:028  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 17:17:34:044  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 17:17:34:044  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 17:17:34:044  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 17:17:34:044  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 17:17:34:044  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 17:17:34:044  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 17:17:34:044  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 17:17:34:044  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 17:17:34:060  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 17:17:34:060  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 17:17:34:060  ACTION: Read C1020: Address 0x46 Data=0x66
