2013/07/02 12:26:47:594  INFO:   Loaded Symbol File C:\ISV System\Config\FirmwareSymbols\build33136.sym for firmware Build #33136
2013/07/02 12:26:47:657  INFO:   CommunicationSystemLog properties: .\CommunicationSystem.logger.properties
2013/07/02 12:26:47:657  INFO:   CommunicationSystemLog log       : .\logs\prbCalTxScriptLog 2013.07.02 12.26.47_CommunicationSystem.Log
2013/07/02 12:26:55:343  INFO:   Setting the event sink for ScriptEngineProcedure
2013/07/02 12:26:55:343  INFO:   Program parameters checks are enabled
2013/07/02 12:26:55:359  INFO:   ********************************************************************************
2013/07/02 12:26:55:359  INFO:   Starting ScriptEngineProcedure, Assembly  version 
2013/07/02 12:26:55:374  INFO:   Config: ICD (NCommunicationSystem ver: nCommunicationSystem, Version=1.8.2.1, Culture=neutral, PublicKeyToken=56b5378c99c0bcfd; FTDI Driver ver: 2.08.28.0; PRB FPGA ver: 18)
2013/07/02 12:26:55:374  INFO:   Setting the radio board transmit power to level 0x7.
2013/07/02 12:26:55:374  INFO:   Radio board power level set to 7.
2013/07/02 12:26:55:374  INFO:   ECG Timeout Interval set to 10 seconds.
2013/07/02 12:26:55:374  STATE:  Changing state to ScriptExecStateMachine.WaitForNextCmdState, ID[1]
2013/07/02 12:26:55:374  INFO:   FwDvtSystem Started the event processing thread
2013/07/02 12:26:55:421  ACTION: Read PRB FPGA: Address=0x3000 Data=0x12
2013/07/02 12:27:09:154  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 12:27:09:169  ACTION: Read C1020: Address 0x09 Data=0xE2
2013/07/02 12:27:09:169  ACTION: Read C1020: Address 0x0A Data=0xBF
2013/07/02 12:27:09:169  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 12:27:09:169  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 12:27:09:169  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 12:27:09:169  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 12:27:09:169  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 12:27:09:169  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 12:27:09:185  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 12:27:09:185  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 12:27:09:185  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 12:27:09:185  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 12:27:09:185  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 12:27:09:185  ACTION: Calibrate CC1020
2013/07/02 12:27:09:279  INFO:   CC1020 calibration passed
2013/07/02 12:27:09:576  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 12:27:09:576  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 12:27:09:576  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 12:27:09:591  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 12:27:09:591  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 12:27:09:591  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 12:27:09:591  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 12:27:09:591  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 12:27:09:591  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 12:27:09:591  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 12:27:09:591  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 12:27:09:607  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 12:27:09:607  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 12:27:09:607  ACTION: Write PRB FPGA: Address=0x1008 Data=0x10
2013/07/02 12:27:10:013  ACTION: Read PRB FPGA: Address=0x1020 Data=0x00
2013/07/02 12:27:10:013  ACTION: Read PRB FPGA: Address=0x1026 Data=0x00
2013/07/02 12:27:10:013  ACTION: Read PRB FPGA: Address=0x1022 Data=0x1F
2013/07/02 12:27:10:013  ACTION: Read PRB FPGA: Address=0x1024 Data=0x1F
2013/07/02 12:27:10:013  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 12:27:10:013  ACTION: Read C1020: Address 0x05 Data=0xD8
2013/07/02 12:27:10:013  ACTION: Read C1020: Address 0x06 Data=0x15
2013/07/02 12:27:10:029  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 12:27:10:044  ACTION: Read C1020: Address 0x09 Data=0xE2
2013/07/02 12:27:10:044  ACTION: Read C1020: Address 0x0A Data=0xBF
2013/07/02 12:27:10:044  ACTION: Write C1020: Address=0x00 Data=0x01
2013/07/02 12:27:10:138  ACTION: Read C1020: Address 0x10 Data=0x22
2013/07/02 12:27:10:216  ACTION: Read C1020: Address 0x42 Data=0x1B
2013/07/02 12:27:10:216  ACTION: Read C1020: Address 0x42 Data=0x1C
2013/07/02 12:27:10:216  ACTION: Read C1020: Address 0x42 Data=0x1B
2013/07/02 12:27:10:232  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 12:27:10:232  ACTION: Read C1020: Address 0x42 Data=0x18
2013/07/02 12:27:10:232  ACTION: Read C1020: Address 0x42 Data=0x16
2013/07/02 12:27:10:232  ACTION: Read C1020: Address 0x42 Data=0x14
2013/07/02 12:27:10:232  ACTION: Read C1020: Address 0x42 Data=0x1B
2013/07/02 12:27:10:232  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 12:27:10:232  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 12:27:10:247  ACTION: Write C1020: Address=0x00 Data=0x1F
2013/07/02 12:27:10:326  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 12:27:10:419  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 12:27:10:497  ACTION: Write C1020: Address=0x00 Data=0xC1
2013/07/02 12:27:20:090  ACTION: Write C1020: Address=0x0E Data=0xD9
2013/07/02 12:27:20:168  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 12:27:20:262  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/07/02 12:27:30:307  ACTION: Write C1020: Address=0x0D Data=0x54
2013/07/02 12:27:30:385  ACTION: Read C1020: Address 0x0D Data=0x54
2013/07/02 12:27:30:464  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/07/02 12:27:30:964  ACTION: Write C1020: Address=0x0E Data=0x59
2013/07/02 12:27:31:057  ACTION: Read C1020: Address 0x0D Data=0x54
2013/07/02 12:27:31:135  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 12:27:41:634  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 12:27:41:634  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 12:27:41:634  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 12:27:41:650  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 12:27:41:650  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 12:27:41:650  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 12:27:41:650  ACTION: Write PRB FPGA: Address=0x305E Data=0x35
2013/07/02 12:27:41:650  ACTION: Write PRB FPGA: Address=0x3060 Data=0xF0
2013/07/02 12:27:41:650  ACTION: Write PRB FPGA: Address=0x3062 Data=0x21
2013/07/02 12:27:41:650  ACTION: Write PRB FPGA: Address=0x3066 Data=0x35
2013/07/02 12:27:41:650  ACTION: Write PRB FPGA: Address=0x3068 Data=0xFA
2013/07/02 12:27:41:650  ACTION: Write PRB FPGA: Address=0x306A Data=0xCB
2013/07/02 12:27:41:665  ACTION: Calibrate CC1020
2013/07/02 12:27:41:743  INFO:   CC1020 calibration passed
2013/07/02 12:27:42:056  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 12:27:42:056  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 12:27:42:056  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 12:27:42:056  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 12:27:42:056  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 12:27:42:056  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 12:27:42:056  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 12:27:42:056  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 12:27:42:056  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 12:27:42:056  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 12:27:42:056  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 12:27:42:071  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 12:27:42:071  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 12:27:42:071  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 12:27:42:071  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 12:27:42:071  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 12:27:42:071  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 12:27:42:071  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 12:27:42:071  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 12:27:42:071  ACTION: Calibrate CC1020
2013/07/02 12:27:42:150  INFO:   CC1020 calibration passed
2013/07/02 12:27:42:462  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 12:27:42:462  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 12:27:42:462  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 12:27:42:462  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 12:27:42:462  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 12:27:42:462  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 12:27:42:462  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 12:27:42:478  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 12:27:42:478  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 12:27:42:478  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 12:27:42:478  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 12:27:42:478  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 12:27:42:478  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 12:27:42:478  ACTION: Write PRB FPGA: Address=0x1008 Data=0x10
2013/07/02 12:27:42:884  ACTION: Read PRB FPGA: Address=0x1020 Data=0x00
2013/07/02 12:27:42:884  ACTION: Read PRB FPGA: Address=0x1026 Data=0x00
2013/07/02 12:27:42:884  ACTION: Read PRB FPGA: Address=0x1022 Data=0x1F
2013/07/02 12:27:42:884  ACTION: Read PRB FPGA: Address=0x1024 Data=0x1F
2013/07/02 12:27:42:900  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 12:27:42:900  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 12:27:42:900  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 12:27:42:900  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 12:27:42:900  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 12:27:42:900  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 12:27:42:900  ACTION: Write C1020: Address=0x00 Data=0x01
2013/07/02 12:27:42:978  ACTION: Read C1020: Address 0x10 Data=0x22
2013/07/02 12:27:43:071  ACTION: Read C1020: Address 0x42 Data=0x18
2013/07/02 12:27:43:071  ACTION: Read C1020: Address 0x42 Data=0x18
2013/07/02 12:27:43:071  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 12:27:43:071  ACTION: Read C1020: Address 0x42 Data=0x17
2013/07/02 12:27:43:071  ACTION: Read C1020: Address 0x42 Data=0x1D
2013/07/02 12:27:43:071  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 12:27:43:071  ACTION: Read C1020: Address 0x42 Data=0x16
2013/07/02 12:27:43:071  ACTION: Read C1020: Address 0x42 Data=0x1C
2013/07/02 12:27:43:087  ACTION: Read C1020: Address 0x42 Data=0x18
2013/07/02 12:27:43:087  ACTION: Read C1020: Address 0x42 Data=0x18
2013/07/02 12:27:43:087  ACTION: Write C1020: Address=0x00 Data=0x1F
2013/07/02 12:27:43:165  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 12:27:43:243  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 12:27:43:337  ACTION: Write C1020: Address=0x00 Data=0xC1
2013/07/02 12:27:52:867  ACTION: Write C1020: Address=0x0E Data=0xD9
2013/07/02 12:27:52:945  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 12:27:53:039  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/07/02 12:28:03:069  ACTION: Write C1020: Address=0x0D Data=0x54
2013/07/02 12:28:03:148  ACTION: Read C1020: Address 0x0D Data=0x54
2013/07/02 12:28:03:226  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/07/02 12:28:03:726  ACTION: Write C1020: Address=0x0E Data=0x59
2013/07/02 12:28:03:819  ACTION: Read C1020: Address 0x0D Data=0x54
2013/07/02 12:28:03:898  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 12:28:14:397  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 12:28:14:397  ACTION: Write PRB FPGA: Address=0x3026 Data=0xCC
2013/07/02 12:28:14:397  ACTION: Write PRB FPGA: Address=0x3028 Data=0xD3
2013/07/02 12:28:14:397  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 12:28:14:413  ACTION: Write PRB FPGA: Address=0x302E Data=0xD7
2013/07/02 12:28:14:413  ACTION: Write PRB FPGA: Address=0x3030 Data=0x7F
2013/07/02 12:28:14:413  ACTION: Write PRB FPGA: Address=0x305E Data=0x35
2013/07/02 12:28:14:413  ACTION: Write PRB FPGA: Address=0x3060 Data=0xCC
2013/07/02 12:28:14:413  ACTION: Write PRB FPGA: Address=0x3062 Data=0xD3
2013/07/02 12:28:14:413  ACTION: Write PRB FPGA: Address=0x3066 Data=0x35
2013/07/02 12:28:14:413  ACTION: Write PRB FPGA: Address=0x3068 Data=0xD7
2013/07/02 12:28:14:413  ACTION: Write PRB FPGA: Address=0x306A Data=0x7F
2013/07/02 12:28:14:428  ACTION: Calibrate CC1020
2013/07/02 12:28:14:522  INFO:   CC1020 calibration passed
2013/07/02 12:28:14:819  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 12:28:14:819  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 12:28:14:819  ACTION: Read C1020: Address 0x05 Data=0xCC
2013/07/02 12:28:14:819  ACTION: Read C1020: Address 0x06 Data=0xD3
2013/07/02 12:28:14:819  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 12:28:14:834  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 12:28:14:834  ACTION: Read C1020: Address 0x09 Data=0xD7
2013/07/02 12:28:14:834  ACTION: Read C1020: Address 0x0A Data=0x7F
2013/07/02 12:28:14:834  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 12:28:14:834  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 12:28:14:834  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 12:28:14:834  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 12:28:14:834  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 12:28:14:834  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 12:28:14:850  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 12:28:14:850  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 12:28:14:850  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 12:28:14:850  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 12:28:14:850  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 12:28:14:850  ACTION: Calibrate CC1020
2013/07/02 12:28:14:944  INFO:   CC1020 calibration passed
2013/07/02 12:28:15:241  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 12:28:15:241  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 12:28:15:241  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 12:28:15:241  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 12:28:15:241  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 12:28:15:241  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 12:28:15:256  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 12:28:15:256  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 12:28:15:256  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 12:28:15:256  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 12:28:15:256  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 12:28:15:256  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 12:28:15:256  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 12:28:15:256  ACTION: Write PRB FPGA: Address=0x1008 Data=0x10
2013/07/02 12:28:15:663  ACTION: Read PRB FPGA: Address=0x1020 Data=0x00
2013/07/02 12:28:15:663  ACTION: Read PRB FPGA: Address=0x1026 Data=0x00
2013/07/02 12:28:15:663  ACTION: Read PRB FPGA: Address=0x1022 Data=0x1C
2013/07/02 12:28:15:678  ACTION: Read PRB FPGA: Address=0x1024 Data=0x1F
2013/07/02 12:28:15:678  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 12:28:15:678  ACTION: Read C1020: Address 0x05 Data=0xCC
2013/07/02 12:28:15:678  ACTION: Read C1020: Address 0x06 Data=0xD3
2013/07/02 12:28:15:678  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 12:28:15:678  ACTION: Read C1020: Address 0x09 Data=0xD7
2013/07/02 12:28:15:678  ACTION: Read C1020: Address 0x0A Data=0x7F
2013/07/02 12:28:15:678  ACTION: Write C1020: Address=0x00 Data=0x01
2013/07/02 12:28:15:756  ACTION: Read C1020: Address 0x10 Data=0x22
2013/07/02 12:28:15:850  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 12:28:15:850  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 12:28:15:850  ACTION: Read C1020: Address 0x42 Data=0x15
2013/07/02 12:28:15:850  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 12:28:15:850  ACTION: Read C1020: Address 0x42 Data=0x1D
2013/07/02 12:28:15:850  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 12:28:15:866  ACTION: Read C1020: Address 0x42 Data=0x1B
2013/07/02 12:28:15:866  ACTION: Read C1020: Address 0x42 Data=0x18
2013/07/02 12:28:15:866  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 12:28:15:866  ACTION: Read C1020: Address 0x42 Data=0x18
2013/07/02 12:28:15:866  ACTION: Write C1020: Address=0x00 Data=0x1F
2013/07/02 12:28:15:944  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 12:28:16:022  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 12:28:16:116  ACTION: Write C1020: Address=0x00 Data=0xC1
2013/07/02 12:28:25:662  ACTION: Write C1020: Address=0x0E Data=0xD9
2013/07/02 12:28:25:740  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 12:28:25:818  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/07/02 12:28:35:865  ACTION: Write C1020: Address=0x0D Data=0x54
2013/07/02 12:28:35:958  ACTION: Read C1020: Address 0x0D Data=0x54
2013/07/02 12:28:36:037  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/07/02 12:28:36:536  ACTION: Write C1020: Address=0x0E Data=0x59
2013/07/02 12:28:36:615  ACTION: Read C1020: Address 0x0D Data=0x54
2013/07/02 12:28:36:693  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 12:28:47:208  ACTION: Write PRB FPGA: Address=0x3024 Data=0x36
2013/07/02 12:28:47:208  ACTION: Write PRB FPGA: Address=0x3026 Data=0x16
2013/07/02 12:28:47:223  ACTION: Write PRB FPGA: Address=0x3028 Data=0x87
2013/07/02 12:28:47:223  ACTION: Write PRB FPGA: Address=0x302C Data=0x36
2013/07/02 12:28:47:223  ACTION: Write PRB FPGA: Address=0x302E Data=0x21
2013/07/02 12:28:47:223  ACTION: Write PRB FPGA: Address=0x3030 Data=0x31
2013/07/02 12:28:47:223  ACTION: Write PRB FPGA: Address=0x305E Data=0x36
2013/07/02 12:28:47:223  ACTION: Write PRB FPGA: Address=0x3060 Data=0x16
2013/07/02 12:28:47:223  ACTION: Write PRB FPGA: Address=0x3062 Data=0x87
2013/07/02 12:28:47:223  ACTION: Write PRB FPGA: Address=0x3066 Data=0x36
2013/07/02 12:28:47:239  ACTION: Write PRB FPGA: Address=0x3068 Data=0x21
2013/07/02 12:28:47:239  ACTION: Write PRB FPGA: Address=0x306A Data=0x31
2013/07/02 12:28:47:239  ACTION: Calibrate CC1020
2013/07/02 12:28:47:333  INFO:   CC1020 calibration passed
2013/07/02 12:28:47:630  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 12:28:47:630  ACTION: Read C1020: Address 0x04 Data=0x36
2013/07/02 12:28:47:645  ACTION: Read C1020: Address 0x05 Data=0x16
2013/07/02 12:28:47:645  ACTION: Read C1020: Address 0x06 Data=0x87
2013/07/02 12:28:47:645  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 12:28:47:645  ACTION: Read C1020: Address 0x08 Data=0x36
2013/07/02 12:28:47:645  ACTION: Read C1020: Address 0x09 Data=0x21
2013/07/02 12:28:47:645  ACTION: Read C1020: Address 0x0A Data=0x31
2013/07/02 12:28:47:645  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 12:28:47:645  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 12:28:47:661  ACTION: Read C1020: Address 0x45 Data=0x5C
2013/07/02 12:28:47:661  ACTION: Read C1020: Address 0x46 Data=0x67
2013/07/02 12:28:47:661  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 12:28:47:661  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 12:28:47:661  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 12:28:47:661  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 12:28:47:661  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 12:28:47:661  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 12:28:47:661  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 12:28:47:661  ACTION: Calibrate CC1020
2013/07/02 12:28:47:755  INFO:   CC1020 calibration passed
2013/07/02 12:28:48:052  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 12:28:48:052  ACTION: Read C1020: Address 0x04 Data=0x35
