2013/06/30 18:09:20:671  INFO:   Loaded Symbol File C:\ISV System\Config\FirmwareSymbols\build33136.sym for firmware Build #33136
2013/06/30 18:09:20:734  INFO:   CommunicationSystemLog properties: .\CommunicationSystem.logger.properties
2013/06/30 18:09:20:734  INFO:   CommunicationSystemLog log       : .\logs\prbCalRssiTxScriptLog 2013.06.30 18.09.20_CommunicationSystem.Log
2013/06/30 18:09:28:390  INFO:   Setting the event sink for ScriptEngineProcedure
2013/06/30 18:09:28:390  INFO:   Program parameters checks are enabled
2013/06/30 18:09:28:421  INFO:   ********************************************************************************
2013/06/30 18:09:28:421  INFO:   Starting ScriptEngineProcedure, Assembly  version 
2013/06/30 18:09:28:421  INFO:   Config: ICD (NCommunicationSystem ver: nCommunicationSystem, Version=1.8.2.1, Culture=neutral, PublicKeyToken=56b5378c99c0bcfd; FTDI Driver ver: 2.08.28.0; PRB FPGA ver: 18)
2013/06/30 18:09:28:421  INFO:   Setting the radio board transmit power to level 0x7.
2013/06/30 18:09:28:421  INFO:   Radio board power level set to 7.
2013/06/30 18:09:28:421  INFO:   ECG Timeout Interval set to 10 seconds.
2013/06/30 18:09:28:437  STATE:  Changing state to ScriptExecStateMachine.WaitForNextCmdState, ID[1]
2013/06/30 18:09:28:437  INFO:   FwDvtSystem Started the event processing thread
2013/06/30 18:09:28:546  ACTION: Read PRB FPGA: Address=0x3000 Data=0x12
2013/06/30 18:09:32:500  ACTION: Write PRB FPGA: Address=0x3066 Data=0x35
2013/06/30 18:09:32:500  ACTION: Write PRB FPGA: Address=0x3068 Data=0xFA
2013/06/30 18:09:32:500  ACTION: Write PRB FPGA: Address=0x306A Data=0xCB
2013/06/30 18:09:32:500  ACTION: Calibrate CC1020
2013/06/30 18:09:32:593  INFO:   CC1020 calibration passed
2013/06/30 18:09:32:890  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/06/30 18:09:32:890  ACTION: Read C1020: Address 0x04 Data=0x35
2013/06/30 18:09:32:890  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/06/30 18:09:32:890  ACTION: Read C1020: Address 0x06 Data=0x21
2013/06/30 18:09:32:906  ACTION: Read C1020: Address 0x07 Data=0x38
2013/06/30 18:09:32:906  ACTION: Read C1020: Address 0x08 Data=0x35
2013/06/30 18:09:32:906  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/06/30 18:09:32:906  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/06/30 18:09:32:921  ACTION: Read C1020: Address 0x0B Data=0x38
2013/06/30 18:09:32:921  ACTION: Read C1020: Address 0x1D Data=0x00
2013/06/30 18:09:32:921  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/06/30 18:09:32:921  ACTION: Read C1020: Address 0x46 Data=0x66
2013/06/30 18:09:32:921  ACTION: Read C1020: Address 0x47 Data=0x44
2013/06/30 18:09:32:921  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/06/30 18:09:32:921  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/06/30 18:09:32:921  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/06/30 18:09:32:937  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/06/30 18:09:32:937  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/06/30 18:09:32:937  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/06/30 18:09:32:937  ACTION: Calibrate CC1020
2013/06/30 18:09:33:031  INFO:   CC1020 calibration passed
2013/06/30 18:09:33:328  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/06/30 18:09:33:328  ACTION: Read C1020: Address 0x04 Data=0x35
2013/06/30 18:09:33:328  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/06/30 18:09:33:328  ACTION: Read C1020: Address 0x06 Data=0x21
2013/06/30 18:09:33:328  ACTION: Read C1020: Address 0x07 Data=0x38
2013/06/30 18:09:33:328  ACTION: Read C1020: Address 0x08 Data=0x35
2013/06/30 18:09:33:328  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/06/30 18:09:33:343  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/06/30 18:09:33:343  ACTION: Read C1020: Address 0x0B Data=0x38
2013/06/30 18:09:33:343  ACTION: Read C1020: Address 0x1D Data=0x00
2013/06/30 18:09:33:343  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/06/30 18:09:33:343  ACTION: Read C1020: Address 0x46 Data=0x66
2013/06/30 18:09:33:343  ACTION: Read C1020: Address 0x47 Data=0x44
2013/06/30 18:09:33:343  ACTION: Write PRB FPGA: Address=0x1008 Data=0x10
2013/06/30 18:09:33:750  ACTION: Read PRB FPGA: Address=0x1020 Data=0x00
2013/06/30 18:09:33:750  ACTION: Read PRB FPGA: Address=0x1026 Data=0x00
2013/06/30 18:09:33:750  ACTION: Read PRB FPGA: Address=0x1022 Data=0x1C
2013/06/30 18:09:33:750  ACTION: Read PRB FPGA: Address=0x1024 Data=0x1C
2013/06/30 18:09:33:750  ACTION: Read C1020: Address 0x04 Data=0x35
2013/06/30 18:09:33:750  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/06/30 18:09:33:765  ACTION: Read C1020: Address 0x06 Data=0x21
2013/06/30 18:09:33:765  ACTION: Read C1020: Address 0x08 Data=0x35
2013/06/30 18:09:33:765  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/06/30 18:09:33:765  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/06/30 18:09:33:765  ACTION: Write C1020: Address=0x00 Data=0x01
2013/06/30 18:09:33:843  ACTION: Read C1020: Address 0x10 Data=0x22
2013/06/30 18:09:33:937  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/06/30 18:09:33:937  ACTION: Read C1020: Address 0x42 Data=0x19
2013/06/30 18:09:33:937  ACTION: Read C1020: Address 0x42 Data=0x16
2013/06/30 18:09:33:937  ACTION: Read C1020: Address 0x42 Data=0x18
2013/06/30 18:09:33:937  ACTION: Read C1020: Address 0x42 Data=0x17
2013/06/30 18:09:33:937  ACTION: Read C1020: Address 0x42 Data=0x17
2013/06/30 18:09:33:937  ACTION: Read C1020: Address 0x42 Data=0x17
2013/06/30 18:09:33:937  ACTION: Read C1020: Address 0x42 Data=0x17
2013/06/30 18:09:33:937  ACTION: Read C1020: Address 0x42 Data=0x16
2013/06/30 18:09:33:953  ACTION: Read C1020: Address 0x42 Data=0x1C
2013/06/30 18:09:33:953  ACTION: Write C1020: Address=0x00 Data=0x1F
2013/06/30 18:09:34:031  ACTION: Read C1020: Address 0x0D Data=0x50
2013/06/30 18:09:34:109  ACTION: Read C1020: Address 0x0E Data=0x59
2013/06/30 18:09:34:187  ACTION: Write C1020: Address=0x00 Data=0xC1
2013/06/30 18:09:34:187  ACTION: Write C1020: Address=0x0E Data=0xD9
2013/06/30 18:09:34:281  ACTION: Read C1020: Address 0x0D Data=0x50
2013/06/30 18:09:34:359  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/06/30 18:09:34:859  ACTION: Write C1020: Address=0x0D Data=0x54
2013/06/30 18:09:34:937  ACTION: Read C1020: Address 0x0D Data=0x54
2013/06/30 18:09:35:015  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/06/30 18:09:35:515  ACTION: Write C1020: Address=0x0E Data=0x59
2013/06/30 18:09:35:609  ACTION: Read C1020: Address 0x0D Data=0x54
2013/06/30 18:09:35:687  ACTION: Read C1020: Address 0x0E Data=0x59
2013/06/30 18:09:36:187  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/06/30 18:09:36:187  ACTION: Write PRB FPGA: Address=0x3026 Data=0xCC
2013/06/30 18:09:36:187  ACTION: Write PRB FPGA: Address=0x3028 Data=0xD3
2013/06/30 18:09:36:187  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/06/30 18:09:36:187  ACTION: Write PRB FPGA: Address=0x302E Data=0xD7
2013/06/30 18:09:36:203  ACTION: Write PRB FPGA: Address=0x3030 Data=0x7F
2013/06/30 18:09:36:203  ACTION: Write PRB FPGA: Address=0x305E Data=0x35
2013/06/30 18:09:36:203  ACTION: Write PRB FPGA: Address=0x3060 Data=0xCC
2013/06/30 18:09:36:203  ACTION: Write PRB FPGA: Address=0x3062 Data=0xD3
2013/06/30 18:09:36:203  ACTION: Write PRB FPGA: Address=0x3066 Data=0x35
2013/06/30 18:09:36:203  ACTION: Write PRB FPGA: Address=0x3068 Data=0xD7
2013/06/30 18:09:36:203  ACTION: Write PRB FPGA: Address=0x306A Data=0x7F
2013/06/30 18:09:36:203  ACTION: Calibrate CC1020
2013/06/30 18:09:36:312  INFO:   CC1020 calibration passed
2013/06/30 18:09:36:609  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/06/30 18:09:36:609  ACTION: Read C1020: Address 0x04 Data=0x35
2013/06/30 18:09:36:609  ACTION: Read C1020: Address 0x05 Data=0xCC
2013/06/30 18:09:36:609  ACTION: Read C1020: Address 0x06 Data=0xD3
2013/06/30 18:09:36:609  ACTION: Read C1020: Address 0x07 Data=0x38
2013/06/30 18:09:36:609  ACTION: Read C1020: Address 0x08 Data=0x35
2013/06/30 18:09:36:625  ACTION: Read C1020: Address 0x09 Data=0xD7
2013/06/30 18:09:36:625  ACTION: Read C1020: Address 0x0A Data=0x7F
2013/06/30 18:09:36:625  ACTION: Read C1020: Address 0x0B Data=0x38
2013/06/30 18:09:36:625  ACTION: Read C1020: Address 0x1D Data=0x00
2013/06/30 18:09:36:625  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/06/30 18:09:36:625  ACTION: Read C1020: Address 0x46 Data=0x66
2013/06/30 18:09:36:625  ACTION: Read C1020: Address 0x47 Data=0x44
2013/06/30 18:09:36:625  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/06/30 18:09:36:625  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/06/30 18:09:36:625  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/06/30 18:09:36:625  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/06/30 18:09:36:625  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/06/30 18:09:36:640  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/06/30 18:09:36:640  ACTION: Calibrate CC1020
2013/06/30 18:09:36:718  INFO:   CC1020 calibration passed
2013/06/30 18:09:37:031  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/06/30 18:09:37:031  ACTION: Read C1020: Address 0x04 Data=0x35
2013/06/30 18:09:37:031  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/06/30 18:09:37:031  ACTION: Read C1020: Address 0x06 Data=0x21
2013/06/30 18:09:37:031  ACTION: Read C1020: Address 0x07 Data=0x38
2013/06/30 18:09:37:031  ACTION: Read C1020: Address 0x08 Data=0x35
2013/06/30 18:09:37:031  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/06/30 18:09:37:031  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/06/30 18:09:37:031  ACTION: Read C1020: Address 0x0B Data=0x38
2013/06/30 18:09:37:031  ACTION: Read C1020: Address 0x1D Data=0x00
2013/06/30 18:09:37:046  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/06/30 18:09:37:046  ACTION: Read C1020: Address 0x46 Data=0x66
2013/06/30 18:09:37:046  ACTION: Read C1020: Address 0x47 Data=0x44
2013/06/30 18:09:37:046  ACTION: Write PRB FPGA: Address=0x1008 Data=0x10
2013/06/30 18:09:37:437  ACTION: Read PRB FPGA: Address=0x1020 Data=0x00
2013/06/30 18:09:37:453  ACTION: Read PRB FPGA: Address=0x1026 Data=0x00
2013/06/30 18:09:37:453  ACTION: Read PRB FPGA: Address=0x1022 Data=0x1F
2013/06/30 18:09:37:453  ACTION: Read PRB FPGA: Address=0x1024 Data=0x1F
2013/06/30 18:09:37:453  ACTION: Read C1020: Address 0x04 Data=0x35
2013/06/30 18:09:37:453  ACTION: Read C1020: Address 0x05 Data=0xCC
2013/06/30 18:09:37:453  ACTION: Read C1020: Address 0x06 Data=0xD3
2013/06/30 18:09:37:453  ACTION: Read C1020: Address 0x08 Data=0x35
2013/06/30 18:09:37:453  ACTION: Read C1020: Address 0x09 Data=0xD7
2013/06/30 18:09:37:453  ACTION: Read C1020: Address 0x0A Data=0x7F
2013/06/30 18:09:37:453  ACTION: Write C1020: Address=0x00 Data=0x01
2013/06/30 18:09:37:546  ACTION: Read C1020: Address 0x10 Data=0x22
2013/06/30 18:09:37:625  ACTION: Read C1020: Address 0x42 Data=0x1B
2013/06/30 18:09:37:625  ACTION: Read C1020: Address 0x42 Data=0x18
2013/06/30 18:09:37:625  ACTION: Read C1020: Address 0x42 Data=0x19
2013/06/30 18:09:37:625  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/06/30 18:09:37:625  ACTION: Read C1020: Address 0x42 Data=0x16
2013/06/30 18:09:37:625  ACTION: Read C1020: Address 0x42 Data=0x19
2013/06/30 18:09:37:625  ACTION: Read C1020: Address 0x42 Data=0x19
2013/06/30 18:09:37:640  ACTION: Read C1020: Address 0x42 Data=0x15
2013/06/30 18:09:37:640  ACTION: Read C1020: Address 0x42 Data=0x17
2013/06/30 18:09:37:640  ACTION: Read C1020: Address 0x42 Data=0x17
2013/06/30 18:09:37:640  ACTION: Write C1020: Address=0x00 Data=0x1F
2013/06/30 18:09:37:718  ACTION: Read C1020: Address 0x0D Data=0x50
2013/06/30 18:09:37:812  ACTION: Read C1020: Address 0x0E Data=0x59
2013/06/30 18:09:37:890  ACTION: Write C1020: Address=0x00 Data=0xC1
2013/06/30 18:09:37:890  ACTION: Write C1020: Address=0x0E Data=0xD9
2013/06/30 18:09:37:968  ACTION: Read C1020: Address 0x0D Data=0x50
2013/06/30 18:09:38:046  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/06/30 18:09:38:546  ACTION: Write C1020: Address=0x0D Data=0x54
2013/06/30 18:09:38:640  ACTION: Read C1020: Address 0x0D Data=0x54
2013/06/30 18:09:38:718  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/06/30 18:09:39:218  ACTION: Write C1020: Address=0x0E Data=0x59
2013/06/30 18:09:39:296  ACTION: Read C1020: Address 0x0D Data=0x54
2013/06/30 18:09:39:390  ACTION: Read C1020: Address 0x0E Data=0x59
2013/06/30 18:09:39:890  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/06/30 18:09:39:890  ACTION: Write PRB FPGA: Address=0x3026 Data=0x16
2013/06/30 18:09:39:890  ACTION: Write PRB FPGA: Address=0x3028 Data=0x87
2013/06/30 18:09:39:890  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/06/30 18:09:39:890  ACTION: Write PRB FPGA: Address=0x302E Data=0x21
2013/06/30 18:09:39:890  ACTION: Write PRB FPGA: Address=0x3030 Data=0x31
2013/06/30 18:09:39:890  ACTION: Write PRB FPGA: Address=0x305E Data=0x36
2013/06/30 18:09:39:906  ACTION: Write PRB FPGA: Address=0x3060 Data=0x16
2013/06/30 18:09:39:906  ACTION: Write PRB FPGA: Address=0x3062 Data=0x87
2013/06/30 18:09:39:906  ACTION: Write PRB FPGA: Address=0x3066 Data=0x36
2013/06/30 18:09:39:906  ACTION: Write PRB FPGA: Address=0x3068 Data=0x21
2013/06/30 18:09:39:906  ACTION: Write PRB FPGA: Address=0x306A Data=0x31
2013/06/30 18:09:39:906  ACTION: Calibrate CC1020
2013/06/30 18:09:40:000  INFO:   CC1020 calibration passed
2013/06/30 18:09:40:296  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/06/30 18:09:40:296  ACTION: Read C1020: Address 0x04 Data=0x35
2013/06/30 18:09:40:296  ACTION: Read C1020: Address 0x05 Data=0x16
2013/06/30 18:09:40:296  ACTION: Read C1020: Address 0x06 Data=0x87
2013/06/30 18:09:40:312  ACTION: Read C1020: Address 0x07 Data=0x38
2013/06/30 18:09:40:312  ACTION: Read C1020: Address 0x08 Data=0x35
2013/06/30 18:09:40:312  ACTION: Read C1020: Address 0x09 Data=0x21
2013/06/30 18:09:40:312  ACTION: Read C1020: Address 0x0A Data=0x31
2013/06/30 18:09:40:312  ACTION: Read C1020: Address 0x0B Data=0x38
2013/06/30 18:09:40:312  ACTION: Read C1020: Address 0x1D Data=0x00
2013/06/30 18:09:40:312  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/06/30 18:09:40:312  ACTION: Read C1020: Address 0x46 Data=0x64
2013/06/30 18:09:40:312  ACTION: Read C1020: Address 0x47 Data=0x44
2013/06/30 18:09:40:312  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/06/30 18:09:40:312  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/06/30 18:09:40:328  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/06/30 18:09:40:328  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/06/30 18:09:40:328  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/06/30 18:09:40:328  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/06/30 18:09:40:328  ACTION: Calibrate CC1020
2013/06/30 18:09:40:406  INFO:   CC1020 calibration passed
2013/06/30 18:09:40:718  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/06/30 18:09:40:718  ACTION: Read C1020: Address 0x04 Data=0x35
